"type","id","created","modified","identity_class","object_marking_refs","name","spec_version","x_mitre_attack_spec_version","x_mitre_domains","x_mitre_version"
"identity","identity--c78cb6e5-0c4b-4611-8297-d1b8b55e40b5","2017-06-01T00:00:00.000Z","2017-06-01T00:00:00.000Z","organization","['marking-definition--fa42a846-8d90-4e51-bc29-71d5b4802168']","The MITRE Corporation","2.1","2.1.0","['enterprise-attack']","1.0"
